jahr,szenario,korridor,beitragssatz_obergrenze,referenzausgaben_mrd_euro,beitragsbasis_status_quo_mrd_euro,zusatzbasis_erwerbstaetige_mrd_euro,beitragsbasis_reform_mrd_euro,beitragseinnahmen_mrd_euro,bestandsschutz_zuschuss_mrd_euro,sonstige_einnahmen_mrd_euro,leistbares_ausgabenvolumen_mrd_euro,finanzierungsluecke_vs_referenz_mrd_euro,leistungsfaktor_vs_referenz,notiz
2067,alt,stabil_22_prozent,0.220000,1400.224,3607.217,344.051,3951.267,869.279,2.576,9.010,880.865,519.358,0.629089,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2067,alt,obergrenze_24_prozent,0.240000,1400.224,3607.217,344.051,3951.267,948.304,2.576,9.010,959.891,440.333,0.685527,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2068,alt,ziel_20_prozent,0.200000,1433.458,3672.320,353.884,4026.204,805.241,2.366,9.236,816.842,616.615,0.569841,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2068,alt,stabil_22_prozent,0.220000,1433.458,3672.320,353.884,4026.204,885.765,2.366,9.236,897.366,536.091,0.626015,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2068,alt,obergrenze_24_prozent,0.240000,1433.458,3672.320,353.884,4026.204,966.289,2.366,9.236,977.890,455.567,0.682190,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2069,alt,ziel_20_prozent,0.200000,1467.480,3738.425,363.942,4102.367,820.473,2.184,9.466,832.123,635.356,0.567043,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2069,alt,stabil_22_prozent,0.220000,1467.480,3738.425,363.942,4102.367,902.521,2.184,9.466,914.171,553.309,0.622953,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2069,alt,obergrenze_24_prozent,0.240000,1467.480,3738.425,363.942,4102.367,984.568,2.184,9.466,996.218,471.262,0.678863,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2070,alt,ziel_20_prozent,0.200000,1502.308,3805.539,374.231,4179.770,835.954,2.024,9.703,847.681,654.628,0.564252,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2070,alt,stabil_22_prozent,0.220000,1502.308,3805.539,374.231,4179.770,919.549,2.024,9.703,931.276,571.032,0.619897,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2070,alt,obergrenze_24_prozent,0.240000,1502.308,3805.539,374.231,4179.770,1003.145,2.024,9.703,1014.872,487.437,0.675542,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
